query,brand,attributes,product_type,tokens,bioes_tags,augmented_query,brand_added
oil spray bottle,Ocean Spray,[],spray bottle,"['oil', 'spray', 'bottle', 'Ocean', 'Spray']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",oil spray bottle Ocean Spray,True
besan 1 kg,,['1 kg'],besan,"['besan', '1', 'kg']","['S-ProductType', 'B-Attribute', 'E-Attribute']",besan 1 kg,False
chicken thigh boneless,Bone,['boneless'],chicken thigh,"['chicken', 'thigh', 'boneless']","['B-ProductType', 'E-ProductType', 'S-Attribute']",chicken thigh boneless,False
parle hide and seek,Parle,['hide and seek'],,"['parle', 'hide', 'and', 'seek']","['S-Brand', 'B-Attribute', 'I-Attribute', 'E-Attribute']",parle hide and seek,False
lakme perfect radiance,Lakme,"['perfect', 'radiance']",,"['lakme', 'perfect', 'radiance']","['S-Brand', 'S-Attribute', 'S-Attribute']",lakme perfect radiance,False
amul milk drinks,Amul,[],milk drinks,"['amul', 'milk', 'drinks']","['S-Brand', 'B-ProductType', 'E-ProductType']",amul milk drinks,False
protein oats pintola,Pintola,[],oats,"['protein', 'oats', 'pintola']","['O', 'S-ProductType', 'S-Brand']",protein oats pintola,False
dhampur green jaggery,Dhampur Green,[],jaggery,"['dhampur', 'green', 'jaggery']","['B-Brand', 'E-Brand', 'S-ProductType']",dhampur green jaggery,False
bisleri packaged water,Bisleri,[],packaged water,"['bisleri', 'packaged', 'water']","['S-Brand', 'B-ProductType', 'E-ProductType']",bisleri packaged water,False
d size battery,Panasonic Batteries,['d size'],battery,"['d', 'size', 'battery', 'Panasonic', 'Batteries']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",d size battery Panasonic Batteries,True
vvd coconut oil,VVD,[],coconut oil,"['vvd', 'coconut', 'oil']","['S-Brand', 'B-ProductType', 'E-ProductType']",vvd coconut oil,False
dairy milk chocolate box,Dairy Milk,[],chocolate box,"['dairy', 'milk', 'chocolate', 'box']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",dairy milk chocolate box,False
blue heaven blush,Blue Heaven,[],blush,"['blue', 'heaven', 'blush']","['B-Brand', 'E-Brand', 'S-ProductType']",blue heaven blush,False
art and craft,Play Craft,[],art and craft,"['art', 'and', 'craft', 'Play', 'Craft']","['B-ProductType', 'I-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",art and craft Play Craft,True
eno stomach care,Eno,['stomach care'],,"['eno', 'stomach', 'care']","['S-Brand', 'B-Attribute', 'E-Attribute']",eno stomach care,False
ready to eat noodles,,['ready to eat'],noodles,"['ready', 'to', 'eat', 'noodles']","['B-Attribute', 'I-Attribute', 'E-Attribute', 'S-ProductType']",ready to eat noodles,False
bongchie rolling paper,Bongchie,[],rolling paper,"['bongchie', 'rolling', 'paper']","['S-Brand', 'B-ProductType', 'E-ProductType']",bongchie rolling paper,False
transparent phone cover,,['transparent'],phone cover,"['transparent', 'phone', 'cover']","['S-Attribute', 'B-ProductType', 'E-ProductType']",transparent phone cover,False
old spice lotion,Old Spice,[],lotion,"['old', 'spice', 'lotion']","['B-Brand', 'E-Brand', 'S-ProductType']",old spice lotion,False
tata simply better oil,Tata Simply Better,[],oil,"['tata', 'simply', 'better', 'oil']","['B-Brand', 'I-Brand', 'E-Brand', 'S-ProductType']",tata simply better oil,False
pond's body powder,Pond's,[],body powder,"[""pond's"", 'body', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",pond's body powder,False
food bag clip,,[],bag clip,"['food', 'bag', 'clip']","['O', 'B-ProductType', 'E-ProductType']",food bag clip,False
fun flips puffs,Fun Flips,[],puffs,"['fun', 'flips', 'puffs']","['B-Brand', 'E-Brand', 'S-ProductType']",fun flips puffs,False
blue heaven eyeliner,Blue Heaven,['blue'],eyeliner,"['blue', 'heaven', 'eyeliner']","['B-Brand', 'E-Brand', 'S-ProductType']",blue heaven eyeliner,False
luvlap breast pump,LuvLap,[],breast pump,"['luvlap', 'breast', 'pump']","['S-Brand', 'B-ProductType', 'E-ProductType']",luvlap breast pump,False
l size diaper,,['l size'],diaper,"['l', 'size', 'diaper']","['B-Attribute', 'E-Attribute', 'S-ProductType']",l size diaper,False
sugar pop body lotion,SUGAR Cosmetics,"['sugar', 'pop']",body lotion,"['sugar', 'pop', 'body', 'lotion', 'SUGAR', 'Cosmetics']","['S-Attribute', 'S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",sugar pop body lotion SUGAR Cosmetics,True
iphone 13 back cover,,[],back cover,"['iphone', '13', 'back', 'cover']","['O', 'O', 'B-ProductType', 'E-ProductType']",iphone 13 back cover,False
balloons - white,Snow White,['white'],balloons,"['balloons', '-', 'white', 'Snow', 'White']","['S-ProductType', 'O', 'S-Attribute', 'B-Brand', 'E-Brand']",balloons - white Snow White,True
sweet corn frozen,Frehly Frozen,"['sweet', 'frozen']",corn,"['sweet', 'corn', 'frozen', 'Frehly', 'Frozen']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",sweet corn frozen Frehly Frozen,True
nachos with dip,Diprobate,['with dip'],nachos,"['nachos', 'with', 'dip', 'Diprobate']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",nachos with dip Diprobate,True
oily skin cleanser,Skindruf,['oily skin'],cleanser,"['oily', 'skin', 'cleanser', 'Skindruf']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",oily skin cleanser Skindruf,True
dot & key lip,Dot & Key,[],lip,"['dot', '&', 'key', 'lip']","['B-Brand', 'I-Brand', 'E-Brand', 'S-ProductType']",dot & key lip,False
mama earth shampoo,Mamaearth,[],shampoo,"['mama', 'earth', 'shampoo', 'Mamaearth']","['O', 'O', 'S-ProductType', 'S-Brand']",mama earth shampoo Mamaearth,True
om sweets dhoda,OM Sweets,[],dhoda,"['om', 'sweets', 'dhoda']","['B-Brand', 'E-Brand', 'S-ProductType']",om sweets dhoda,False
heritage buffalo ghee,Heritage,['buffalo'],ghee,"['heritage', 'buffalo', 'ghee']","['S-Brand', 'S-Attribute', 'S-ProductType']",heritage buffalo ghee,False
ghee 1 kg,GRB GHEE,['1 kg'],ghee,"['ghee', '1', 'kg', 'GRB', 'GHEE']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",ghee 1 kg GRB GHEE,True
the skin story,The Skin Story,[],,"['the', 'skin', 'story']","['B-Brand', 'I-Brand', 'E-Brand']",the skin story,False
mahakosh mustard oil,Mahakosh,[],mustard oil,"['mahakosh', 'mustard', 'oil']","['S-Brand', 'B-ProductType', 'E-ProductType']",mahakosh mustard oil,False
fabric roll on,Rollick,['fabric'],roll on,"['fabric', 'roll', 'on', 'Rollick']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",fabric roll on Rollick,True
wine bottle opener,Opener,[],bottle opener,"['wine', 'bottle', 'opener']","['O', 'O', 'S-Brand']",wine bottle opener,False
tata chai patti,Tata Tea Premium,"['chai', 'patti']",,"['tata', 'chai', 'patti', 'Tata', 'Tea', 'Premium']","['O', 'S-Attribute', 'S-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",tata chai patti Tata Tea Premium,True
kala khatta soda,Khatana,['kala khatta'],soda,"['kala', 'khatta', 'soda', 'Khatana']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",kala khatta soda Khatana,True
iphone data cable,,[],data cable,"['iphone', 'data', 'cable']","['O', 'B-ProductType', 'E-ProductType']",iphone data cable,False
domyos by decathlon,Decathlon,[],,"['domyos', 'by', 'decathlon']","['O', 'O', 'S-Brand']",domyos by decathlon,False
halka phulka rotis,Kaka Halwai,"['halka', 'phulka']",rotis,"['halka', 'phulka', 'rotis', 'Kaka', 'Halwai']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",halka phulka rotis Kaka Halwai,True
kids makeup box,House Of Makeup,[],makeup box,"['kids', 'makeup', 'box', 'House', 'Of', 'Makeup']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",kids makeup box House Of Makeup,True
chest nut brown,Nutribullet,['chest nut brown'],,"['chest', 'nut', 'brown', 'Nutribullet']","['B-Attribute', 'I-Attribute', 'E-Attribute', 'S-Brand']",chest nut brown Nutribullet,True
hicks hot water bag,Hicks,[],hot water bag,"['hicks', 'hot', 'water', 'bag']","['S-Brand', 'B-ProductType', 'I-ProductType', 'E-ProductType']",hicks hot water bag,False
tide 10 kg,Tide,['10 kg'],,"['tide', '10', 'kg']","['S-Brand', 'B-Attribute', 'E-Attribute']",tide 10 kg,False
black pepper sprinkler,Dr Pepper,['black'],pepper sprinkler,"['black', 'pepper', 'sprinkler', 'Dr', 'Pepper']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",black pepper sprinkler Dr Pepper,True
faces canada eyeliner,Faces Canada,[],eyeliner,"['faces', 'canada', 'eyeliner']","['B-Brand', 'E-Brand', 'S-ProductType']",faces canada eyeliner,False
sunglasses for men,,['for men'],sunglasses,"['sunglasses', 'for', 'men']","['S-ProductType', 'B-Attribute', 'E-Attribute']",sunglasses for men,False
wheat apple cereal,Aro Grocery Cereals,"['wheat', 'apple']",cereal,"['wheat', 'apple', 'cereal', 'Aro', 'Grocery', 'Cereals']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",wheat apple cereal Aro Grocery Cereals,True
swiss beauty lip oil,Swiss Beauty,[],lip oil,"['swiss', 'beauty', 'lip', 'oil']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",swiss beauty lip oil,False
cold & cough,D cold,"['cold', 'cough']",,"['cold', '&', 'cough', 'D', 'cold']","['S-Attribute', 'O', 'S-Attribute', 'B-Brand', 'E-Brand']",cold & cough D cold,True
anti pollution mask,Pollution Safe,['anti pollution'],mask,"['anti', 'pollution', 'mask', 'Pollution', 'Safe']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",anti pollution mask Pollution Safe,True
vega hair straightener,Vega,[],hair straightener,"['vega', 'hair', 'straightener']","['S-Brand', 'B-ProductType', 'E-ProductType']",vega hair straightener,False
white oud perfume,Aroma,"['white', 'oud']",perfume,"['white', 'oud', 'perfume', 'Aroma']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",white oud perfume Aroma,True
neem face pack,Neem,['neem'],face pack,"['neem', 'face', 'pack']","['S-Brand', 'B-ProductType', 'E-ProductType']",neem face pack,False
woodwards gripe water,Woodward's,[],gripe water,"['woodwards', 'gripe', 'water', ""Woodward's""]","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",woodwards gripe water Woodward's,True
cake ice cream,Hocco Ice Creams,[],ice cream,"['cake', 'ice', 'cream', 'Hocco', 'Ice', 'Creams']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",cake ice cream Hocco Ice Creams,True
sunflower oil 500ml,Bio Oil,['500ml'],sunflower oil,"['sunflower', 'oil', '500ml', 'Bio', 'Oil']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",sunflower oil 500ml Bio Oil,True
banana - flower,Banana Republic,['banana'],flower,"['banana', '-', 'flower', 'Banana', 'Republic']","['S-Attribute', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",banana - flower Banana Republic,True
sesame seeds white,,"['sesame', 'white']",seeds,"['sesame', 'seeds', 'white']","['S-Attribute', 'S-ProductType', 'S-Attribute']",sesame seeds white,False
adult diaper xxl,,"['adult', 'xxl']",diaper,"['adult', 'diaper', 'xxl']","['S-Attribute', 'S-ProductType', 'S-Attribute']",adult diaper xxl,False
dry fruit cutter,Bare Fruit,['dry fruit'],cutter,"['dry', 'fruit', 'cutter', 'Bare', 'Fruit']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",dry fruit cutter Bare Fruit,True
godrej bath soap,Godrej,[],bath soap,"['godrej', 'bath', 'soap']","['S-Brand', 'B-ProductType', 'E-ProductType']",godrej bath soap,False
dairy milk 100,Dairy Milk,['100'],,"['dairy', 'milk', '100']","['B-Brand', 'E-Brand', 'S-Attribute']",dairy milk 100,False
induction cookware set,Crystal Cookware,[],cookware set,"['induction', 'cookware', 'set', 'Crystal', 'Cookware']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",induction cookware set Crystal Cookware,True
family ice cream,Hocco Ice Creams,['family'],ice cream,"['family', 'ice', 'cream', 'Hocco', 'Ice', 'Creams']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",family ice cream Hocco Ice Creams,True
colgate toothpaste salt,Colgate,['salt'],toothpaste,"['colgate', 'toothpaste', 'salt']","['S-Brand', 'S-ProductType', 'S-Attribute']",colgate toothpaste salt,False
lifelong mixer grinder,Lifelong,[],mixer grinder,"['lifelong', 'mixer', 'grinder']","['S-Brand', 'B-ProductType', 'E-ProductType']",lifelong mixer grinder,False
the derma co serums,The Derma Co,[],serums,"['the', 'derma', 'co', 'serums']","['B-Brand', 'I-Brand', 'E-Brand', 'S-ProductType']",the derma co serums,False
britannia jim jam,Britannia,[],jim jam,"['britannia', 'jim', 'jam']","['S-Brand', 'B-ProductType', 'E-ProductType']",britannia jim jam,False
vim dishwash powder,Vim,[],dishwash powder,"['vim', 'dishwash', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",vim dishwash powder,False
britannia fudge it,Britannia,[],fudge,"['britannia', 'fudge', 'it']","['S-Brand', 'S-ProductType', 'O']",britannia fudge it,False
zouk sling bag,Zouk,[],sling bag,"['zouk', 'sling', 'bag']","['S-Brand', 'B-ProductType', 'E-ProductType']",zouk sling bag,False
fish cat food,Carnivore,[],cat food,"['fish', 'cat', 'food', 'Carnivore']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",fish cat food Carnivore,True
plum cake eggless,Plum,['eggless'],plum cake,"['plum', 'cake', 'eggless']","['S-Brand', 'O', 'S-Attribute']",plum cake eggless,False
dutch truffle pastry,Trufol,"['dutch', 'truffle']",pastry,"['dutch', 'truffle', 'pastry', 'Trufol']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",dutch truffle pastry Trufol,True
joi farm milk,Joi Farm,[],milk,"['joi', 'farm', 'milk']","['B-Brand', 'E-Brand', 'S-ProductType']",joi farm milk,False
puppy dog food,Foodie Puppies,[],dog food,"['puppy', 'dog', 'food', 'Foodie', 'Puppies']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",puppy dog food Foodie Puppies,True
moong dal flour,Annapurna Flours,"['moong', 'dal']",flour,"['moong', 'dal', 'flour', 'Annapurna', 'Flours']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",moong dal flour Annapurna Flours,True
cream fresh milk,Dairy Milk,"['cream', 'fresh']",milk,"['cream', 'fresh', 'milk', 'Dairy', 'Milk']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",cream fresh milk Dairy Milk,True
i-pill pregnancy kit,i-pill,[],pregnancy kit,"['i-pill', 'pregnancy', 'kit']","['S-Brand', 'B-ProductType', 'E-ProductType']",i-pill pregnancy kit,False
green peas frozen,Frehly Frozen,"['green', 'frozen']",peas,"['green', 'peas', 'frozen', 'Frehly', 'Frozen']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",green peas frozen Frehly Frozen,True
amul pasteurised butter,Amul,['pasteurised'],butter,"['amul', 'pasteurised', 'butter']","['S-Brand', 'S-Attribute', 'S-ProductType']",amul pasteurised butter,False
wheat flour 5kg,Flours,['5kg'],flour,"['wheat', 'flour', '5kg', 'Flours']","['O', 'S-ProductType', 'S-Attribute', 'S-Brand']",wheat flour 5kg Flours,True
nu republic cable,Nu Republic,[],cable,"['nu', 'republic', 'cable']","['B-Brand', 'E-Brand', 'S-ProductType']",nu republic cable,False
portronics car charger,Portronics,[],car charger,"['portronics', 'car', 'charger']","['S-Brand', 'B-ProductType', 'E-ProductType']",portronics car charger,False
engage for men,Engage,['for men'],,"['engage', 'for', 'men']","['S-Brand', 'B-Attribute', 'E-Attribute']",engage for men,False
men walking shoes,,['men'],walking shoes,"['men', 'walking', 'shoes']","['S-Attribute', 'B-ProductType', 'E-ProductType']",men walking shoes,False
tissue paper box,,[],tissue paper box,"['tissue', 'paper', 'box']","['B-ProductType', 'I-ProductType', 'E-ProductType']",tissue paper box,False
vaseline skin jelly,Vaseline,['skin jelly'],,"['vaseline', 'skin', 'jelly']","['S-Brand', 'B-Attribute', 'E-Attribute']",vaseline skin jelly,False
protinex chocolate drink,Protinex,['chocolate'],drink,"['protinex', 'chocolate', 'drink']","['S-Brand', 'S-Attribute', 'S-ProductType']",protinex chocolate drink,False
plush sanitary pads,Plush,[],sanitary pads,"['plush', 'sanitary', 'pads']","['S-Brand', 'B-ProductType', 'E-ProductType']",plush sanitary pads,False
moong dal haldiram,Haldiram's,[],moong dal,"['moong', 'dal', 'haldiram', ""Haldiram's""]","['B-ProductType', 'E-ProductType', 'O', 'S-Brand']",moong dal haldiram Haldiram's,True
mb peanut butter,MyFitness,[],peanut butter,"['mb', 'peanut', 'butter', 'MyFitness']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",mb peanut butter MyFitness,True
zepto cafe chole kulche,Zepto Cafe,[],chole kulche,"['zepto', 'cafe', 'chole', 'kulche']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",zepto cafe chole kulche,False
stainless steel pan,Pan,['stainless steel'],pan,"['stainless', 'steel', 'pan']","['B-Attribute', 'E-Attribute', 'S-Brand']",stainless steel pan,False
hawkins pressure cooker,Hawkins,[],pressure cooker,"['hawkins', 'pressure', 'cooker']","['S-Brand', 'B-ProductType', 'E-ProductType']",hawkins pressure cooker,False
colombian brew coffee,Columbian Brew,[],coffee,"['colombian', 'brew', 'coffee', 'Columbian', 'Brew']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",colombian brew coffee Columbian Brew,True
scented candle gift,SOUL & SCENTS,"['scented', 'gift']",candle,"['scented', 'candle', 'gift', 'SOUL', '&', 'SCENTS']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",scented candle gift SOUL & SCENTS,True
no sugar ice cream,Sugar Free,['no sugar'],ice cream,"['no', 'sugar', 'ice', 'cream', 'Sugar', 'Free']","['B-Attribute', 'E-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",no sugar ice cream Sugar Free,True
ice cream strawberry,Mercelys Ice Cream,['strawberry'],ice cream,"['ice', 'cream', 'strawberry', 'Mercelys', 'Ice', 'Cream']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",ice cream strawberry Mercelys Ice Cream,True
the baker's dozen cakes,The Baker's Dozen,[],cakes,"['the', ""baker's"", 'dozen', 'cakes']","['B-Brand', 'I-Brand', 'E-Brand', 'S-ProductType']",the baker's dozen cakes,False
honey mustard sauce,Haute Sauce,"['honey', 'mustard']",sauce,"['honey', 'mustard', 'sauce', 'Haute', 'Sauce']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",honey mustard sauce Haute Sauce,True
lal dharwad peda,Lal Sweets,[],peda,"['lal', 'dharwad', 'peda', 'Lal', 'Sweets']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",lal dharwad peda Lal Sweets,True
weikfield baking soda,Weikfield,[],baking soda,"['weikfield', 'baking', 'soda']","['S-Brand', 'B-ProductType', 'E-ProductType']",weikfield baking soda,False
luggage weight machine,,[],weight machine,"['luggage', 'weight', 'machine']","['O', 'B-ProductType', 'E-ProductType']",luggage weight machine,False
mtr sambhar masala,MTR,['sambhar'],masala,"['mtr', 'sambhar', 'masala']","['S-Brand', 'S-Attribute', 'S-ProductType']",mtr sambhar masala,False
10 rs chocolate,The Belgian Chocolate,['10 rs'],chocolate,"['10', 'rs', 'chocolate', 'The', 'Belgian', 'Chocolate']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",10 rs chocolate The Belgian Chocolate,True
